FID,gid,entidad,geom,fna,gna,nam,fun,atv,fdc,sag
puntos_de_transporte_aereo_GB001.547,547,1,POINT (-61.676711523999984 -35.64728522199994),Aeródromo Estancia San Juan,Aeródromo,Estancia San Juan,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.548,548,1,POINT (-62.31460428899999 -36.57678926299997),Aeródromo Estancia Los Bayos,Aeródromo,Estancia Los Bayos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.549,549,1,POINT (-67.80235652599998 -49.30904091899998),Aeródromo Capitán D. Daniel Vázquez,Aeródromo,Capitán D. Daniel Vázquez,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.550,550,1,POINT (-60.32550633799997 -38.39143782799994),Aeródromo Tres Arroyos,Aeródromo,Tres Arroyos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.551,551,1,POINT (-57.76397868099997 -37.470511589999944),Aeródromo Coronel Vidal,Aeródromo,Coronel Vidal,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.553,553,1,POINT (-60.27565016199998 -38.35036334799997),Aeródromo Petrazzini,Aeródromo,Petrazzini,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.555,555,1,POINT (-58.62105241399996 -36.91507607099993),Aeródromo La Bélgica,Aeródromo,La Bélgica,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.556,556,1,POINT (-57.874449348999974 -38.22952814399997),Aeródromo Miramar,Aeródromo,Miramar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.557,557,1,POINT (-67.65933584799996 -37.809776272999954),Aeródromo 25 de Mayo,Aeródromo,25 de Mayo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.559,559,1,POINT (-59.62643306099994 -38.33561218999995),Aeródromo San Cayetano,Aeródromo,San Cayetano,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.561,561,1,POINT (-61.81419642199995 -33.904728845999955),Aeródromo Estancia Runciman,Aeródromo,Estancia Runciman,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.562,562,1,POINT (-58.789560854999934 -38.187310019999984),Aeródromo Lobería,Aeródromo,Lobería,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.563,563,1,POINT (-63.67996996299996 -37.14289372899998),Aeroclub Macachín,Aeroclub,Macachín,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.565,565,1,POINT (-65.92924823099997 -47.720072293999976),Aeródromo Base Aeronaval Puerto Deseado,Aeródromo,Base Aeronaval Puerto Deseado,6,8,IGN,IGN
puntos_de_transporte_aereo_GB001.566,566,1,POINT (-66.14394710899995 -34.916736415999935),Aeródromo Estancia Molino Nuevo,Aeródromo,Estancia Molino Nuevo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.568,568,1,POINT (-70.44884127999995 -44.04940480399995),Aeródromo José de San Martín,Aeródromo,José de San Martín,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.569,569,1,POINT (-68.70853102099994 -41.24298558099997),Aeródromo Maquinchao,Aeródromo,Maquinchao,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.570,570,1,POINT (-65.32634628999995 -43.23754111299996),Aeroclub Trelew,Aeroclub,Trelew,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.571,571,1,POINT (-62.08906276099998 -38.83514751499996),Aeródromo Punta Alta,Aeródromo,Punta Alta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.572,572,1,POINT (-65.34283549699995 -41.59151764499995),Aeródromo Sierra Grande,Aeródromo,Sierra Grande,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.574,574,1,POINT (-71.60072349299998 -42.90395782599995),Aeródromo Parque Nacional Los Alerces,Aeródromo,Parque Nacional Los Alerces,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.575,575,1,POINT (-70.94199549299998 -46.57771688699995),Aeródromo Lago Buenos Aires,Aeródromo,Lago Buenos Aires,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.576,576,1,POINT (-58.33979173599994 -37.91365196399994),Aeroclub Balcarce,Aeroclub,Balcarce,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.577,577,1,POINT (-67.56705571399993 -46.53862810399994),Aeródromo Cañadón Seco,Aeródromo,Cañadón Seco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.578,578,1,POINT (-68.10737319299994 -48.373618556999986),Aeródromo Cerro Vanguardia,Aeródromo,Cerro Vanguardia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.579,579,1,POINT (-64.74765897299994 -26.872834533999935),Aeródromo Agroalas S.R.L.,Aeródromo,Agroalas S.R.L.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.581,581,1,POINT (-63.237240819999954 -25.616932515999963),Aeródromo Taco Pozo,Aeródromo,Taco Pozo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.585,585,1,POINT (-65.48495947499998 -31.36414928499994),Aeródromo Chancani,Aeródromo,Chancani,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.586,586,1,POINT (-59.531130839999946 -34.18365187099994),Aeródromo Estancia Las Matildes,Aeródromo,Estancia Las Matildes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.587,587,1,POINT (-59.45768922599996 -34.006964798999945),Aeródromo Estancia La Paloma,Aeródromo,Estancia La Paloma,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.588,588,1,POINT (-61.60906774899996 -28.32391116599996),Aeródromo Estancia Los Guasunchos,Aeródromo,Estancia Los Guasunchos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.589,589,1,POINT (-58.000040050999985 -30.753760021999938),Aeródromo Chajarí,Aeródromo,Chajarí,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.591,591,1,POINT (-62.37434107399997 -33.66022341199994),Aeródromo Arias,Aeródromo,Arias,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.592,592,1,POINT (-58.54046894399994 -29.862944909999953),Aeródromo Estancia San Rafael,Aeródromo,Estancia San Rafael,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.593,593,1,POINT (-63.48198507799998 -29.855184923999957),Aeródromo Estancia Las Pencas,Aeródromo,Estancia Las Pencas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.594,594,1,POINT (-64.47374427999995 -34.44378535299995),Aeródromo Estancia Moroti,Aeródromo,Estancia Moroti,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.595,595,1,POINT (-61.55724316599998 -31.930833794999955),Aeródromo La Paterna,Aeródromo,La Paterna,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.597,597,1,POINT (-58.270795187999965 -28.657041387999982),Aeródromo Estancia Toro Cuaré,Aeródromo,Estancia Toro Cuaré,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.599,599,1,POINT (-62.84456904199993 -26.60870798299993),Aeródromo Campo Gallo,Aeródromo,Campo Gallo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.600,600,1,POINT (-59.95772643099997 -28.21884661699994),Aeródromo El Tourne,Aeródromo,El Tourne,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.601,601,1,POINT (-67.39080196899994 -26.06443696599996),Aeródromo Antofagasta de la Sierra,Aeródromo,Antofagasta de la Sierra,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.602,602,1,POINT (-68.51585989299997 -33.067149024999935),Aeródromo San Martín,Aeródromo,San Martín,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.604,604,1,POINT (-65.31368182399996 -26.796013759999937),Aeroclub Horco Molle,Aeroclub,Horco Molle,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.605,605,1,POINT (-65.41320233699997 -24.750601992999975),Aeródromo General Belgrano,Aeródromo,General Belgrano,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.606,606,1,POINT (-58.609771345999945 -33.01224539699996),Aeródromo Gualeguaychú,Aeródromo,Gualeguaychú,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.607,607,1,POINT (-63.43291872499998 -36.48901511399998),Aeródromo Establecimiento La María Pilar,Aeródromo,Establecimiento La María Pilar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.608,608,1,POINT (-60.71582674399997 -31.183384441999976),Aeródromo Llambi Campbell,Aeródromo,Llambi Campbell,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.609,609,1,POINT (-61.32004604399998 -27.61458853399995),Aeródromo Horizonte,Aeródromo,Horizonte,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.610,610,1,POINT (-62.99655315299998 -35.176569911999934),Aeródromo San Eduardo,Aeródromo,San Eduardo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.611,611,1,POINT (-60.40013282999996 -32.41533973999998),Aeródromo Estancia Los Ombúes,Aeródromo,Estancia Los Ombúes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.612,612,1,POINT (-60.224880911999946 -29.468192255999952),Aeródromo Vera,Aeródromo,Vera,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.613,613,1,POINT (-55.76631889099997 -27.902033549999942),Aeródromo Apóstoles,Aeródromo,Apóstoles,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.615,615,1,POINT (-71.96448482099999 -51.68006168399995),Aeródromo Estancia Santa Ana,Aeródromo,Estancia Santa Ana,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.616,616,1,POINT (-59.923656190999964 -28.213599530999943),Aeródromo Establecimiento Las Delicias,Aeródromo,Establecimiento Las Delicias,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.617,617,1,POINT (-59.97602027299996 -28.454238157999953),Aeródromo Establecimiento Los Tábanos,Aeródromo,Establecimiento Los Tábanos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.618,618,1,POINT (-62.03501416399996 -36.05388161199994),Aeródromo La Invernada,Aeródromo,La Invernada,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.619,619,1,POINT (-63.25330167899995 -35.149642419999964),Aeródromo Estancia Argentinas,Aeródromo,Estancia Argentinas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.620,620,1,POINT (-60.864867354999944 -32.53775770699997),Aeródromo Oliveros,Aeródromo,Oliveros,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.621,621,1,POINT (-60.27043762699998 -31.02214382099993),Aeródromo Estancia Las Cañas,Aeródromo,Estancia Las Cañas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.622,622,1,POINT (-61.688850366999986 -24.44471959799995),Aeródromo El Sauzalito,Aeródromo,El Sauzalito,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.623,623,1,POINT (-58.309199036999985 -32.45713933999997),Aeródromo Concepción del Uruguay,Aeródromo,Concepción del Uruguay,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.627,627,1,POINT (-68.54400402699997 -31.604202418999932),Aeroclub San Juan,Aeroclub,San Juan,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.628,628,1,POINT (-69.21818607899996 -30.263032993999957),,,,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.630,630,1,POINT (-60.729950696999936 -29.756684376999942),Aeródromo Estancia Los Palmares,Aeródromo,Estancia Los Palmares,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.631,631,1,POINT (-59.72904943799995 -33.70455580299995),Aeródromo San Pedro,Aeródromo,San Pedro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.632,632,1,POINT (-59.65248012699993 -29.107656393999946),Aeródromo Presidente Avellaneda,Aeródromo,Presidente Avellaneda,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.633,633,1,POINT (-58.67300676499997 -25.865012082999954),Aeródromo Estancia Alegría,Aeródromo,Estancia Alegría,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.635,635,1,POINT (-65.93127941399996 -26.06143002899995),Aeródromo Cafayate,Aeródromo,Cafayate,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.636,636,1,POINT (-62.23329883399998 -24.575838784999974),Aeródromo Comandancia Frías,Aeródromo,Comandancia Frías,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.638,638,1,POINT (-60.58534254899996 -32.01932474299997),Aeródromo Diamante,Aeródromo,Diamante,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.639,639,1,POINT (-60.768286486999955 -30.426626194999983),Aeródromo Establecimiento La Ifigenia,Aeródromo,Establecimiento La Ifigenia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.640,640,1,POINT (-62.25873836399995 -31.56708165599997),Aeródromo Quebracho Herrado,Aeródromo,Quebracho Herrado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.641,641,1,POINT (-57.797723848999965 -29.627321952999978),Aeródromo Estancia Lavalle,Aeródromo,Estancia Lavalle,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.642,642,1,POINT (-64.75589824299993 -37.132685212999945),Aeródromo Establecimiento La Rosada,Aeródromo,Establecimiento La Rosada,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.643,643,1,POINT (-63.18499703499998 -39.436689617999946),Aeródromo Estancia Paso Alsina,Aeródromo,Estancia Paso Alsina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.644,644,1,POINT (-63.33943655099995 -32.33360029399995),Aeródromo Tío Pujio,Aeródromo,Tío Pujio,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.645,645,1,POINT (-63.30427181999994 -30.96334989999997),Aeródromo La Puerta,Aeródromo,La Puerta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.646,646,1,POINT (-62.83083267799998 -25.787927511999953),Aeródromo Monte Quemado,Aeródromo,Monte Quemado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.647,647,1,POINT (-56.54101707099994 -29.06468179999996),Aeródromo Alvear,Aeródromo,Alvear,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.648,648,1,POINT (-67.44248887399993 -29.219795227999953),Aeródromo Brigadier Mayor Juan Facundo Quiroga,Aeródromo,Brigadier Mayor Juan Facundo Quiroga,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.649,649,1,POINT (-58.661938642999985 -28.935292474999983),Aeródromo Estancia Batel,Aeródromo,Estancia Batel,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.650,650,1,POINT (-58.70209322499994 -25.469290780999927),Aeródromo Estancia Guazú Cua,Aeródromo,Estancia Guazú Cua,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.651,651,1,POINT (-60.05356567299998 -28.563940910999975),Aeródromo Estancia Las Gamitas,Aeródromo,Estancia Las Gamitas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.652,652,1,POINT (-63.720342424999956 -23.03850976399997),Aeródromo Finca Cuchuy,Aeródromo,Finca Cuchuy,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.653,653,1,POINT (-64.35460985899994 -23.380825868999978),Aeródromo Finca Río Colorado,Aeródromo,Finca Río Colorado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.654,654,1,POINT (-63.875676099999964 -22.961668111999927),Aeródromo Finca San Diego,Aeródromo,Finca San Diego,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.655,655,1,POINT (-58.08832443199998 -29.77738654899997),Aeroclub Curuzú Cuatiá,Aeroclub,Curuzú Cuatiá,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.656,656,1,POINT (-64.39680532699998 -31.656362162999983),Aeródromo Alta Gracia,Aeródromo,Alta Gracia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.659,659,1,POINT (-60.202062361999936 -33.39059790899995),Aeródromo San Nicolás de los Arroyos,Aeródromo,San Nicolás de los Arroyos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.660,660,1,POINT (-64.32729405799995 -23.151094757999942),Aeródromo Orán,Aeródromo,Orán,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.661,661,1,POINT (-57.43349957099997 -28.65901721599994),Aeródromo Estancia Rincón del Socorro,Aeródromo,Estancia Rincón del Socorro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.662,662,1,POINT (-57.433606158999964 -28.124435767999955),Aeródromo Estancia San Nicolás,Aeródromo,Estancia San Nicolás,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.663,663,1,POINT (-56.848823150999976 -27.823697842999934),Aeródromo Estancia San Ignacio,Aeródromo,Estancia San Ignacio,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.664,664,1,POINT (-63.85837727699999 -25.437313135999943),Aeródromo Finca Toloche,Aeródromo,Finca Toloche,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.665,665,1,POINT (-64.96367072999993 -27.027299340999946),,,,-1,9,IGN,IGN
puntos_de_transporte_aereo_GB001.666,666,1,POINT (-61.764789709999945 -27.14374113599996),Aeródromo Cabaña Los Gatos,Aeródromo,Cabaña Los Gatos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.667,667,1,POINT (-57.69595050199996 -28.426659249999943),Aeródromo Estancia El Tránsito,Aeródromo,Estancia El Tránsito,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.668,668,1,POINT (-62.92674465799996 -33.50916008399997),Aeródromo La Florida,Aeródromo,La Florida,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.669,669,1,POINT (-61.95098733599997 -27.60617099199993),Aeródromo Salvucci Aviación,Aeródromo,Salvucci Aviación,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.671,671,1,POINT (-63.53814431699993 -31.58198237099998),Aeródromo Villa del Rosario,Aeródromo,Villa del Rosario,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.672,672,1,POINT (-58.21797856999996 -25.12978833099993),Aeródromo Laguna Blanca,Aeródromo,Laguna Blanca,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.673,673,1,POINT (-66.59400381499995 -27.077163333999977),Aeródromo Campo Arenal,Aeródromo,Campo Arenal,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.674,674,1,POINT (-64.27931260099996 -32.02452072799997),Aeródromo Alfonso Mengo,Aeródromo,Alfonso Mengo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.675,675,1,POINT (-64.16991950999994 -32.08896600399993),Aeródromo Lomas del Espinillo,Aeródromo,Lomas del Espinillo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.676,676,1,POINT (-64.95678099099996 -25.82383774899995),Aeródromo Rosario de la Frontera,Aeródromo,Rosario de la Frontera,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.677,677,1,POINT (-60.29157362899997 -29.85163792999998),Aeródromo Calchaquí,Aeródromo,Calchaquí,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.678,678,1,POINT (-64.52791980799998 -26.573436379999976),Aeródromo Agro Servicio Yoris,Aeródromo,Agro Servicio Yoris,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.679,679,1,POINT (-57.96932885899997 -28.476128391999964),Aeródromo San José,Aeródromo,San José,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.680,680,1,POINT (-63.77040684599996 -33.60661013999993),Aeródromo La Guadalosa,Aeródromo,La Guadalosa,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.681,681,1,POINT (-59.137717530999964 -37.568623265999975),Aeródromo Estancia San Gabriel,Aeródromo,Estancia San Gabriel,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.682,682,1,POINT (-58.833857672999955 -29.896519960999967),,,,-1,9,IGN,IGN
puntos_de_transporte_aereo_GB001.683,683,1,POINT (-61.75760813699998 -29.646184710999933),Aeródromo Estancia La Esmeralda,Aeródromo,Estancia La Esmeralda,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.684,684,1,POINT (-54.608840190999956 -26.007544503999952),Aeroclub,Aeroclub,,6,9,IGN/Open Street View,IGN
puntos_de_transporte_aereo_GB001.685,685,1,POINT (-59.532606604999955 -30.045208765999973),Aeródromo Esquina,Aeródromo,Esquina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.686,686,1,POINT (-62.67035361699993 -30.93390771299994),Aeródromo Rumachella,Aeródromo,Rumachella,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.687,687,1,POINT (-58.58346466699999 -28.854547498999978),Aeródromo Santa Irene,Aeródromo,Santa Irene,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.688,688,1,POINT (-57.423595071999955 -27.453516692999983),Aeródromo Itá Ibaté,Aeródromo,Itá Ibaté,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.689,689,1,POINT (-62.164728939999975 -35.19222260099997),Aeródromo Estancia La Leonor,Aeródromo,Estancia La Leonor,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.690,690,1,POINT (-57.90452252199998 -25.947007774999975),Aeródromo La Emilia,Aeródromo,La Emilia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.691,691,1,POINT (-64.27647134099993 -31.44350212599994),Aeródromo Escuela de Aviación Militar Argentina,Aeródromo,Escuela de Aviación Militar Argentina,6,8,IGN,IGN
puntos_de_transporte_aereo_GB001.692,692,1,POINT (-62.03217545999996 -29.779917574999956),Aeródromo Fumigaciones Nando S.H.,Aeródromo,Fumigaciones Nando S.H.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.693,693,1,POINT (-66.34179066499996 -27.62813018099996),Aeródromo Andalgalá,Aeródromo,Andalgalá,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.694,694,1,POINT (-61.605594000999986 -28.622995557999957),Aeródromo Villa Minetti,Aeródromo,Villa Minetti,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.695,695,1,POINT (-61.68913508099996 -35.22887848299996),Aeródromo Estancia Dos Abuelos,Aeródromo,Estancia Dos Abuelos,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.696,696,1,POINT (-60.06849382099995 -33.910816816999954),Aeródromo Estancia La Esperanza,Aeródromo,Estancia La Esperanza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.697,697,1,POINT (-62.33498030499999 -32.10407416299995),Aeródromo Estancia El Embrujo,Aeródromo,Estancia El Embrujo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.698,698,1,POINT (-56.10802456599998 -28.52641330499995),Aeroclub Santo Tomé,Aeroclub,Santo Tomé,6,9,IGN/Imagery,IGN
puntos_de_transporte_aereo_GB001.699,699,1,POINT (-55.12503038799997 -27.51596912599996),Aeródromo Oberá,Aeródromo,Oberá,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.740,740,1,POINT (-66.91461086499999 -28.796193426999935),Aeródromo Anillaco,Aeródromo,Anillaco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.700,700,1,POINT (-59.21325024399994 -29.727818190999983),Aeródromo Establecimiento La Escondida,Aeródromo,Establecimiento La Escondida,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.701,701,1,POINT (-59.49370277099996 -33.819319664999966),Aeroclub Baradero,Aeroclub,Baradero,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.702,702,1,POINT (-66.23344596099997 -33.33156350899998),Aeródromo Agropecuaria Donovan,Aeródromo,Agropecuaria Donovan,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.703,703,1,POINT (-57.639300789999936 -30.262220449999973),Aeródromo Monte Caseros,Aeródromo,Monte Caseros,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.704,704,1,POINT (-65.55835612699997 -27.77240441699996),,,,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.705,705,1,POINT (-58.357092155999965 -29.31869852099993),Aeródromo Estancia Capi Guari,Aeródromo,Estancia Capi Guari,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.706,706,1,POINT (-63.50879160599993 -33.404577021999955),Aeródromo Estancia 10 de Julio,Aeródromo,Estancia 10 de Julio,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.707,707,1,POINT (-66.02527626099999 -26.671452416999955),Aeródromo Santa María,Aeródromo,Santa María,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.708,708,1,POINT (-64.14541172399998 -31.48874509199993),Aeródromo Coronel Olmedo,Aeródromo,Coronel Olmedo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.709,709,1,POINT (-60.55166479799993 -24.729184215999965),Aeródromo Las Lomitas,Aeródromo,Las Lomitas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.710,710,1,POINT (-64.45612282499997 -31.284351555999933),Aeródromo Santa María,Aeródromo,Santa María,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.711,711,1,POINT (-62.04767826999995 -34.198017454999956),Aeródromo Estancia El Carmen,Aeródromo,Estancia El Carmen,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.712,712,1,POINT (-64.17573818799997 -25.08355195699994),Aeródromo Finca El Algarrobal,Aeródromo,Finca El Algarrobal,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.713,713,1,POINT (-65.61692634699995 -27.343188993999945),Aeródromo Concepción,Aeródromo,Concepción,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.715,715,1,POINT (-60.60147769799994 -33.051655703999984),Aeroclub Rosario,Aeroclub,Rosario,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.716,716,1,POINT (-58.67731210799997 -33.74343493699996),Aeródromo Islas del Ibicuy,Aeródromo,Islas del Ibicuy,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.721,721,1,POINT (-65.72027514799998 -44.77866870899993),Aeródromo Camarones,Aeródromo,Camarones,-1,9,IGN,IGN
puntos_de_transporte_aereo_GB001.722,722,1,POINT (-64.78705494099995 -30.707480071999953),Aeródromo Cruz del Eje,Aeródromo,Cruz del Eje,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.723,723,1,POINT (-54.57713663599998 -26.391159321999965),Aeródromo Eldorado,Aeródromo,Eldorado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.724,724,1,POINT (-65.15600398199996 -27.036031735999927),Aeródromo Los Tucanes,Aeródromo,Los Tucanes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.726,726,1,POINT (-60.123353056999974 -31.612921203999974),Aeródromo El Pingo,Aeródromo,El Pingo,6,9,IGN/ANAC,IGN
